timestamp,source_file,level,indicator_tags,ip_src,ip_dst,service,message,line_number
1900-06-15 12:13:19,Linux_2k.log,INFO,error;security,218.188.2.4,,,combo sshd(pam_unix)[23414]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=,40
1900-06-15 12:13:20,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[23416]: check pass; user unknown,41
1900-06-15 12:13:20,Linux_2k.log,INFO,error;security,218.188.2.4,,,combo sshd(pam_unix)[23416]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=,42
1900-06-15 14:53:32,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[23661]: check pass; user unknown,43
1900-06-15 14:53:32,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[23661]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,44
1900-06-15 14:53:32,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[23663]: check pass; user unknown,45
1900-06-15 14:53:32,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[23663]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,46
1900-06-15 14:53:32,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[23664]: check pass; user unknown,47
1900-06-15 14:53:32,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[23664]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,48
1900-06-15 14:53:33,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[23665]: check pass; user unknown,49
1900-06-15 14:53:33,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[23665]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,50
1900-06-15 14:53:34,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[23669]: check pass; user unknown,51
1900-06-15 14:53:34,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[23669]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,52
1900-06-15 14:53:35,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[23671]: check pass; user unknown,53
1900-06-15 14:53:35,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[23671]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,54
1900-06-15 14:53:35,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[23673]: check pass; user unknown,55
1900-06-15 14:53:35,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[23673]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,56
1900-06-15 14:53:35,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[23674]: check pass; user unknown,57
1900-06-15 14:53:35,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[23674]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,58
1900-06-15 14:53:36,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[23678]: check pass; user unknown,59
1900-06-15 14:53:36,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[23678]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,60
1900-06-15 14:53:36,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[23677]: check pass; user unknown,61
1900-06-15 14:53:36,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[23677]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,62
1900-06-15 20:05:31,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[24138]: check pass; user unknown,63
1900-06-15 20:05:31,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[24138]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,64
1900-06-15 20:05:31,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[24137]: check pass; user unknown,65
1900-06-15 20:05:31,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[24137]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,66
1900-06-15 20:05:31,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[24141]: check pass; user unknown,67
1900-06-15 20:05:31,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[24141]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,68
1900-06-15 20:05:31,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[24140]: check pass; user unknown,69
1900-06-15 20:05:31,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[24140]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,70
1900-06-15 20:05:31,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[24139]: check pass; user unknown,71
1900-06-15 20:05:31,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[24139]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,72
1900-06-16 04:10:22,Linux_2k.log,INFO,,,,,combo su(pam_unix)[25178]: session opened for user cyrus by (uid=0),73
1900-06-16 04:10:23,Linux_2k.log,INFO,,,,,combo su(pam_unix)[25178]: session closed for user cyrus,74
1900-06-16 04:10:24,Linux_2k.log,INFO,,,,,combo logrotate: ALERT exited abnormally with [1],75
1900-06-16 04:16:17,Linux_2k.log,INFO,,,,,combo su(pam_unix)[25548]: session opened for user news by (uid=0),76
1900-06-16 04:16:18,Linux_2k.log,INFO,,,,,combo su(pam_unix)[25548]: session closed for user news,77
1900-06-17 04:03:33,Linux_2k.log,INFO,,,,,combo su(pam_unix)[27953]: session opened for user cyrus by (uid=0),78
1900-06-17 04:03:34,Linux_2k.log,INFO,,,,,combo su(pam_unix)[27953]: session closed for user cyrus,79
1900-06-17 04:03:36,Linux_2k.log,INFO,,,,,combo logrotate: ALERT exited abnormally with [1],80
1900-06-17 04:09:43,Linux_2k.log,INFO,,,,,combo su(pam_unix)[29190]: session opened for user news by (uid=0),81
1900-06-17 04:09:45,Linux_2k.log,INFO,,,,,combo su(pam_unix)[29190]: session closed for user news,82
1900-06-17 07:07:00,Linux_2k.log,INFO,,24.54.76.216,,,combo ftpd[29504]: connection from (24-54-76-216.bflony.adelphia.net) at Fri 2005,83
1900-06-17 07:07:00,Linux_2k.log,INFO,,24.54.76.216,,,combo ftpd[29508]: connection from (24-54-76-216.bflony.adelphia.net) at Fri 2005,84
1900-06-17 07:07:00,Linux_2k.log,INFO,,24.54.76.216,,,combo ftpd[29507]: connection from (24-54-76-216.bflony.adelphia.net) at Fri 2005,85
1900-06-17 07:07:00,Linux_2k.log,INFO,,24.54.76.216,,,combo ftpd[29505]: connection from (24-54-76-216.bflony.adelphia.net) at Fri 2005,86
1900-06-17 07:07:00,Linux_2k.log,INFO,,24.54.76.216,,,combo ftpd[29506]: connection from (24-54-76-216.bflony.adelphia.net) at Fri 2005,87
1900-06-17 07:07:00,Linux_2k.log,INFO,,24.54.76.216,,,combo ftpd[29509]: connection from (24-54-76-216.bflony.adelphia.net) at Fri 2005,88
1900-06-17 07:07:02,Linux_2k.log,INFO,,24.54.76.216,,,combo ftpd[29510]: connection from (24-54-76-216.bflony.adelphia.net) at Fri 2005,89
1900-06-17 07:07:04,Linux_2k.log,INFO,,24.54.76.216,,,combo ftpd[29511]: connection from (24-54-76-216.bflony.adelphia.net) at Fri 2005,90
1900-06-17 19:43:13,Linux_2k.log,INFO,error;security,211.46.224.253,,,combo sshd(pam_unix)[30565]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost= user=guest,91
1900-06-17 20:29:26,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[30631]: session opened for user test by (uid=509),92
1900-06-17 20:34:57,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[30631]: session closed for user test,93
1900-06-17 20:55:06,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[30755]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri 2005,94
1900-06-17 20:55:06,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[30754]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri 2005,95
1900-06-17 20:55:06,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[30753]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri 2005,96
1900-06-17 20:55:06,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[30756]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri 2005,97
1900-06-17 20:55:06,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[30757]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri 2005,98
1900-06-17 20:55:07,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[30758]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri 2005,99
1900-06-17 20:55:07,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[30759]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri 2005,100
1900-06-18 01:30:59,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[31201]: check pass; user unknown,101
1900-06-18 01:30:59,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[31201]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,102
1900-06-18 01:30:59,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[31199]: check pass; user unknown,103
1900-06-18 01:30:59,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[31199]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,104
1900-06-18 01:30:59,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[31198]: check pass; user unknown,105
1900-06-18 01:30:59,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[31198]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,106
1900-06-18 01:30:59,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[31202]: check pass; user unknown,107
1900-06-18 01:30:59,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[31202]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,108
1900-06-18 01:30:59,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[31205]: check pass; user unknown,109
1900-06-18 01:30:59,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[31205]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,110
1900-06-18 01:30:59,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[31200]: check pass; user unknown,111
1900-06-18 01:30:59,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[31200]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,112
1900-06-18 01:30:59,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[31206]: check pass; user unknown,113
1900-06-18 01:30:59,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[31206]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,114
1900-06-18 01:30:59,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[31204]: check pass; user unknown,115
1900-06-18 01:30:59,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[31204]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,116
1900-06-18 01:30:59,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[31203]: check pass; user unknown,117
1900-06-18 01:30:59,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[31203]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,118
1900-06-18 01:30:59,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[31207]: check pass; user unknown,119
1900-06-18 01:30:59,Linux_2k.log,INFO,error;security,,,,combo sshd(pam_unix)[31207]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,120
1900-06-18 02:08:10,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31272]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,121
1900-06-18 02:08:10,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31273]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,122
1900-06-18 02:08:10,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31274]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,123
1900-06-18 02:08:10,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31275]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,124
1900-06-18 02:08:10,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31276]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,125
1900-06-18 02:08:10,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31277]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,126
1900-06-18 02:08:10,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31278]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,127
1900-06-18 02:08:11,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31279]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,128
1900-06-18 02:08:11,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31280]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,129
1900-06-18 02:08:11,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31281]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,130
1900-06-18 02:08:11,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31282]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,131
1900-06-18 02:08:11,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31283]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,132
1900-06-18 02:08:12,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31284]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,133
1900-06-18 02:08:12,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31285]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,134
1900-06-18 02:08:12,Linux_2k.log,INFO,,82.252.162.81,,,combo ftpd[31286]: connection from (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Sat 2005,135
1900-06-18 02:23:10,Linux_2k.log,INFO,,,,,combo ftpd[31277]: User unknown timed out after 900 seconds at Sat 2005,136
1900-06-18 04:07:05,Linux_2k.log,INFO,,,,,combo su(pam_unix)[31791]: session opened for user cyrus by (uid=0),137
1900-06-18 04:07:06,Linux_2k.log,INFO,,,,,combo su(pam_unix)[31791]: session closed for user cyrus,138
1900-06-18 04:07:06,Linux_2k.log,INFO,,,,,combo logrotate: ALERT exited abnormally with [1],139
1900-06-18 04:12:42,Linux_2k.log,INFO,,,,,combo su(pam_unix)[32164]: session opened for user news by (uid=0),140
1900-06-18 04:12:43,Linux_2k.log,INFO,,,,,combo su(pam_unix)[32164]: session closed for user news,141
1900-06-19 04:08:55,Linux_2k.log,INFO,,,,,combo su(pam_unix)[2192]: session opened for user cyrus by (uid=0),142
1900-06-19 04:08:55,Linux_2k.log,INFO,,,,,combo su(pam_unix)[2192]: session closed for user cyrus,143
1900-06-19 04:08:57,Linux_2k.log,INFO,,,,,combo cups: cupsd shutdown succeeded,144
1900-06-19 04:09:02,Linux_2k.log,INFO,,,,,combo cups: cupsd startup succeeded,145
1900-06-19 04:09:11,Linux_2k.log,INFO,,,,,combo syslogd 1.4.1: restart.,146
1900-06-19 04:09:11,Linux_2k.log,INFO,,,,,combo logrotate: ALERT exited abnormally with [1],147
1900-06-19 04:15:18,Linux_2k.log,INFO,,,,,combo su(pam_unix)[3676]: session opened for user news by (uid=0),148
1900-06-19 04:15:18,Linux_2k.log,INFO,,,,,combo su(pam_unix)[3676]: session closed for user news,149
1900-06-20 03:40:59,Linux_2k.log,INFO,,222.33.90.199,,,combo ftpd[8829]: connection from () at Mon 2005,150
1900-06-20 03:40:59,Linux_2k.log,INFO,,222.33.90.199,,,combo ftpd[8824]: connection from () at Mon 2005,151
1900-06-20 03:40:59,Linux_2k.log,INFO,,222.33.90.199,,,combo ftpd[8828]: connection from () at Mon 2005,152
1900-06-20 03:40:59,Linux_2k.log,INFO,,222.33.90.199,,,combo ftpd[8822]: connection from () at Mon 2005,153
1900-06-20 03:40:59,Linux_2k.log,INFO,,222.33.90.199,,,combo ftpd[8833]: connection from () at Mon 2005,154
1900-06-20 03:40:59,Linux_2k.log,INFO,,222.33.90.199,,,combo ftpd[8827]: connection from () at Mon 2005,155
1900-06-20 03:40:59,Linux_2k.log,INFO,,222.33.90.199,,,combo ftpd[8823]: connection from () at Mon 2005,156
1900-06-20 03:40:59,Linux_2k.log,INFO,,222.33.90.199,,,combo ftpd[8825]: connection from () at Mon 2005,157
1900-06-20 03:40:59,Linux_2k.log,INFO,,222.33.90.199,,,combo ftpd[8826]: connection from () at Mon 2005,158
1900-06-20 03:40:59,Linux_2k.log,INFO,,222.33.90.199,,,combo ftpd[8832]: connection from () at Mon 2005,159
1900-06-20 03:40:59,Linux_2k.log,INFO,,222.33.90.199,,,combo ftpd[8830]: connection from () at Mon 2005,160
1900-06-20 03:40:59,Linux_2k.log,INFO,,222.33.90.199,,,combo ftpd[8831]: connection from () at Mon 2005,161
1900-06-20 04:02:54,Linux_2k.log,INFO,,,,,combo su(pam_unix)[9187]: session opened for user cyrus by (uid=0),162
1900-06-20 04:02:54,Linux_2k.log,INFO,,,,,combo su(pam_unix)[9187]: session closed for user cyrus,163
1900-06-20 04:02:55,Linux_2k.log,INFO,,,,,combo logrotate: ALERT exited abnormally with [1],164
1900-06-20 04:08:37,Linux_2k.log,INFO,,,,,combo su(pam_unix)[9558]: session opened for user news by (uid=0),165
1900-06-20 04:08:38,Linux_2k.log,INFO,,,,,combo su(pam_unix)[9558]: session closed for user news,166
1900-06-20 04:44:39,Linux_2k.log,INFO,,67.170.148.126,,,combo snmpd[2318]: Received SNMP packet(s) from,167
1900-06-20 09:20:05,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[10035]: check pass; user unknown,168
1900-06-20 09:20:05,Linux_2k.log,INFO,error;security,65.166.159.14,,,combo sshd(pam_unix)[10035]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=,169
1900-06-20 09:20:05,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[10037]: check pass; user unknown,170
1900-06-20 09:20:05,Linux_2k.log,INFO,error;security,65.166.159.14,,,combo sshd(pam_unix)[10037]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=,171
1900-06-20 09:20:05,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[10039]: check pass; user unknown,172
1900-06-20 09:20:05,Linux_2k.log,INFO,error;security,65.166.159.14,,,combo sshd(pam_unix)[10039]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=,173
1900-06-20 09:20:06,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[10041]: check pass; user unknown,174
1900-06-20 09:20:06,Linux_2k.log,INFO,error;security,65.166.159.14,,,combo sshd(pam_unix)[10041]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=,175
1900-06-20 09:20:07,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[10043]: check pass; user unknown,176
1900-06-20 09:20:07,Linux_2k.log,INFO,error;security,65.166.159.14,,,combo sshd(pam_unix)[10043]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=,177
1900-06-20 09:20:07,Linux_2k.log,INFO,,,,,combo sshd(pam_unix)[10045]: check pass; user unknown,178
1900-06-20 09:20:07,Linux_2k.log,INFO,error;security,65.166.159.14,,,combo sshd(pam_unix)[10045]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=,179
